DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/05/2016,12:55,BROOKLYN,11229,40.6063484,-73.9527245,"(40.6063484, -73.9527245)",OCEAN AVENUE                    ,AVENUE R                        ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3365288,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/05/2016,12:50,BROOKLYN,11201,40.6904686,-73.9878913,"(40.6904686, -73.9878913)",LIVINGSTON STREET               ,SMITH STREET                    ,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3365478,PASSENGER VEHICLE,OTHER,,,
01/05/2016,23:30,,,,,,RICHMOND AVENUE                 ,LANDER AVENUE                   ,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3365746,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,23:30,QUEENS,11435,40.7042012,-73.8152441,"(40.7042012, -73.8152441)",QUEENS BOULEVARD                ,HILLSIDE AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366231,TAXI,PASSENGER VEHICLE,,,
01/05/2016,23:30,MANHATTAN,10003,40.7322527,-73.9963521,"(40.7322527, -73.9963521)",5 AVENUE                        ,WEST 8 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3594469,TAXI,TAXI,,,
01/05/2016,23:30,BROOKLYN,11233,40.6834985,-73.935154,"(40.6834985, -73.935154)",HALSEY STREET                   ,LEWIS AVENUE                    ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3366131,PASSENGER VEHICLE,TAXI,,,
01/05/2016,23:28,QUEENS,11103,40.7679637,-73.9116817,"(40.7679637, -73.9116817)",25 AVENUE                       ,STEINWAY STREET                 ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3366342,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,23:25,BRONX,10466,40.8994532,-73.8451444,"(40.8994532, -73.8451444)",DEREIMER AVENUE                 ,NEREID AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365937,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,23:20,,,,,,SOUNDVIEW AVENUE                ,BOLTON AVENUE                   ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3365913,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,23:08,,,,,,MCCLEAN AVENUE                  ,NORWAY AVENUE                   ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3366368,UNKNOWN,PASSENGER VEHICLE,VAN,,
01/05/2016,23:07,QUEENS,11104,40.7415865,-73.9228098,"(40.7415865, -73.9228098)",42 STREET                       ,47 AVENUE                       ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3366243,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,23:00,,,40.8068492,-73.9697267,"(40.8068492, -73.9697267)",,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3368565,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,23:00,,,,,,MONUMENT WALK                   ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365492,PASSENGER VEHICLE,,,,
01/05/2016,22:50,QUEENS,11423,40.7095262,-73.7682593,"(40.7095262, -73.7682593)",FARMERS BOULEVARD               ,99 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366181,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,22:50,BROOKLYN,11203,40.6387858,-73.9453727,"(40.6387858, -73.9453727)",NEW YORK AVENUE                 ,FOSTER AVENUE                   ,,0,0,0,0,0,0,0,0,Tow Hitch Defective,Unspecified,Unspecified,,,3366031,OTHER,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
01/05/2016,22:40,,,40.6661904,-73.7917519,"(40.6661904, -73.7917519)",,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3366327,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,22:40,MANHATTAN,10011,40.7428393,-74.0002743,"(40.7428393, -74.0002743)",8 AVENUE                        ,WEST 19 STREET                  ,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3365794,TAXI,PASSENGER VEHICLE,,,
01/05/2016,22:40,,,,,,QUEENS BOULEVARD                ,UNION TURNPIKE                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3366308,PASSENGER VEHICLE,BUS,,,
01/05/2016,22:30,BRONX,10474,40.8150005,-73.8925624,"(40.8150005, -73.8925624)",BURNETT PLACE                   ,BARRY STREET                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3367042,UNKNOWN,,,,
01/05/2016,12:47,BRONX,10453,40.8586934,-73.9048697,"(40.8586934, -73.9048697)",WEST 183 STREET                 ,DAVIDSON AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365979,SPORT UTILITY / STATION WAGON,,,,
01/05/2016,12:45,MANHATTAN,10022,40.7591654,-73.976743,"(40.7591654, -73.976743)",EAST 51 STREET                  ,5 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3365826,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
01/05/2016,12:40,BROOKLYN,11203,40.6514213,-73.9371457,"(40.6514213, -73.9371457)",EAST 43 STREET                  ,CHURCH AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366637,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,12:30,BRONX,10465,40.8284699,-73.8241566,"(40.8284699, -73.8241566)",SCOTT PLACE                     ,EAST TREMONT AVENUE             ,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3365241,SPORT UTILITY / STATION WAGON,,,,
01/05/2016,12:30,,,,,,QUEENS BOULEVARD                ,65 ROAD                         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365689,VAN,SPORT UTILITY / STATION WAGON,,,
01/05/2016,12:30,,,,,,3 AVENUE                        ,65 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365389,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,12:30,QUEENS,11373,40.7385125,-73.868458,"(40.7385125, -73.868458)",94 STREET                       ,54 AVENUE                       ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3366289,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,12:30,MANHATTAN,10011,40.7458144,-74.0055325,"(40.7458144, -74.0055325)",10 AVENUE                       ,WEST 20 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365793,PASSENGER VEHICLE,VAN,,,
01/05/2016,12:30,BROOKLYN,11237,40.6996936,-73.9155661,"(40.6996936, -73.9155661)",MENAHAN STREET                  ,IRVING AVENUE                   ,,0,0,0,0,0,0,0,0,,,,,,3365472,OTHER,OTHER,,,
01/05/2016,12:30,BROOKLYN,11229,40.610402,-73.9585923,"(40.610402, -73.9585923)",EAST 15 STREET                  ,AVENUE P                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365374,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,12:30,BROOKLYN,11219,40.6395755,-73.9981372,"(40.6395755, -73.9981372)",48 STREET                       ,10 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365329,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,12:30,BROOKLYN,11209,40.6222389,-74.0274491,"(40.6222389, -74.0274491)",86 STREET                       ,4 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366034,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,12:28,MANHATTAN,10032,40.8410766,-73.9397674,"(40.8410766, -73.9397674)",WEST 168 STREET                 ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365168,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,12:25,,,,,,VANDAM STREET                   ,QUEENS BOULEVARD                ,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3365633,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/05/2016,12:25,MANHATTAN,10026,40.8031164,-73.9563196,"(40.8031164, -73.9563196)",WEST 114 STREET                 ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365157,PASSENGER VEHICLE,VAN,,,
01/05/2016,12:23,MANHATTAN,10003,40.7300319,-73.9910808,"(40.7300319, -73.9910808)",EAST 8 STREET                   ,LAFAYETTE STREET                ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365094,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,12:20,BROOKLYN,11226,40.6480223,-73.9521905,"(40.6480223, -73.9521905)",ROGERS AVENUE                   ,ALBEMARLE ROAD                  ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3365346,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,12:20,QUEENS,11355,40.7518015,-73.8173101,"(40.7518015, -73.8173101)",HOLLY AVENUE                    ,ROBINSON STREET                 ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3365653,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,12:20,BRONX,10451,40.8137456,-73.9313928,"(40.8137456, -73.9313928)",EXTERIOR STREET                 ,EAST 138 STREET                 ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3365188,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,12:15,MANHATTAN,10024,40.7831606,-73.9804719,"(40.7831606, -73.9804719)",BROADWAY                        ,WEST 78 STREET                  ,,1,0,0,0,0,0,1,0,Prescription Medication,Traffic Control Disregarded,Traffic Control Disregarded,,,3365843,PASSENGER VEHICLE,TAXI,SMALL COM VEH(4 TIRES) ,,
01/05/2016,12:15,QUEENS,11101,40.7439038,-73.9487618,"(40.7439038, -73.9487618)",47 ROAD                         ,21 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366242,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
01/05/2016,12:10,QUEENS,11004,40.7500404,-73.7106855,"(40.7500404, -73.7106855)",264 STREET                      ,76 AVENUE                       ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3365563,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
01/05/2016,12:05,,,,,,NEW DORP PLAZA                  ,ROSE AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365753,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,12:05,BROOKLYN,11214,40.5930014,-73.9887299,"(40.5930014, -73.9887299)",BATH AVENUE                     ,26 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365280,UNKNOWN,PASSENGER VEHICLE,,,
01/05/2016,12:04,BROOKLYN,11205,40.689452,-73.9680771,"(40.689452, -73.9680771)",CLINTON AVENUE                  ,DEKALB AVENUE                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365488,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
01/05/2016,12:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3365239,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,UNKNOWN,
01/05/2016,12:00,,,40.7545534,-73.7431647,"(40.7545534, -73.7431647)",,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3365677,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/05/2016,12:00,,,,,,UNION TURNPIKE                  ,QUEENS BOULEVARD                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365692,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,12:00,QUEENS,11413,40.6833468,-73.7425849,"(40.6833468, -73.7425849)",130 AVENUE                      ,224 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3367793,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,12:00,MANHATTAN,10036,40.7655301,-73.9976715,"(40.7655301, -73.9976715)",WEST SIDE HIGHWAY               ,WEST 48 STREET                  ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3365827,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,,
01/05/2016,12:00,MANHATTAN,10009,40.7206733,-73.9782319,"(40.7206733, -73.9782319)",EAST 3 STREET                   ,AVENUE D                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365095,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/05/2016,12:00,BROOKLYN,11226,40.6497805,-73.9494648,"(40.6497805, -73.9494648)",NOSTRAND AVENUE                 ,ERASMUS STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366025,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,12:00,BROOKLYN,11214,40.6053284,-73.9902908,"(40.6053284, -73.9902908)",BAY PARKWAY                     ,80 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365306,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,12:00,BROOKLYN,11208,40.6765013,-73.8823305,"(40.6765013, -73.8823305)",LIBERTY AVENUE                  ,ESSEX STREET                    ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3367195,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,11:55,,,,,,,,PL OF 2795 RICHMOND AVENUE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365745,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,11:50,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365888,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
01/05/2016,11:50,QUEENS,11691,40.5951262,-73.75125,"(40.5951262, -73.75125)",SEAGIRT BOULEVARD               ,BEACH 17 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365515,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,11:50,BROOKLYN,11232,40.6448263,-73.9962668,"(40.6448263, -73.9962668)",41 STREET                       ,9 AVENUE                        ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3365326,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,11:45,BROOKLYN,11203,40.6603573,-73.9352017,"(40.6603573, -73.9352017)",EAST 46 STREET                  ,RUTLAND ROAD                    ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3366065,SPORT UTILITY / STATION WAGON,,,,
01/05/2016,11:45,BROOKLYN,11231,40.6822871,-73.9981936,"(40.6822871, -73.9981936)",PRESIDENT STREET                ,CLINTON STREET                  ,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3365433,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
01/05/2016,11:45,BROOKLYN,11215,40.6764116,-73.9804599,"(40.6764116, -73.9804599)",5 AVENUE                        ,UNION STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365453,OTHER,SPORT UTILITY / STATION WAGON,,,
01/05/2016,11:43,MANHATTAN,10019,40.7660449,-73.983365,"(40.7660449, -73.983365)",8 AVENUE                        ,WEST 56 STREET                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3365119,TAXI,TAXI,,,
01/05/2016,11:40,QUEENS,11422,40.665256,-73.7353338,"(40.665256, -73.7353338)",SOUTH CONDUIT AVENUE            ,FRANCIS LEWIS BOULEVARD         ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3365568,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,11:40,,,,,,CLOVE ROAD                      ,NARROWS ROAD NORTH              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365733,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
01/05/2016,11:40,BROOKLYN,11229,40.6024717,-73.9442429,"(40.6024717, -73.9442429)",AVENUE T                        ,EAST 28 STREET                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365292,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,11:40,BROOKLYN,11226,40.6409447,-73.948513,"(40.6409447, -73.948513)",NOSTRAND AVENUE                 ,AVENUE D                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366027,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,11:36,BROOKLYN,11234,40.6102374,-73.9218344,"(40.6102374, -73.9218344)",EAST 52 STREET                  ,AVENUE U                        ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3365308,SPORT UTILITY / STATION WAGON,,,,
01/05/2016,11:36,BROOKLYN,11234,40.6116055,-73.9197042,"(40.6116055, -73.9197042)",EAST 55 STREET                  ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3365310,SPORT UTILITY / STATION WAGON,BUS,,,
01/05/2016,11:35,,,40.6706904,-73.8012318,"(40.6706904, -73.8012318)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3365700,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,11:35,BRONX,10468,40.8733642,-73.8870877,"(40.8733642, -73.8870877)",GRAND CONCOURSE                 ,EAST 202 STREET                 ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3365978,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,11:30,QUEENS,11374,40.721756,-73.857109,"(40.721756, -73.857109)",67 AVENUE                       ,DARTMOUTH STREET                ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3365688,UNKNOWN,,,,
01/05/2016,11:30,QUEENS,11691,40.6022948,-73.7586202,"(40.6022948, -73.7586202)",ROCKAWAY FREEWAY                ,CORNAGA AVENUE                  ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3365516,PASSENGER VEHICLE,VAN,,,
01/05/2016,11:30,MANHATTAN,10022,40.7635887,-73.9714096,"(40.7635887, -73.9714096)",EAST 59 STREET                  ,MADISON AVENUE                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365131,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,11:30,BROOKLYN,11217,40.6844232,-73.978388,"(40.6844232, -73.978388)",ATLANTIC AVENUE                 ,4 AVENUE                        ,,0,0,0,0,0,0,0,0,Lost Consciousness,Oversized Vehicle,,,,3365480,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
01/05/2016,11:27,BRONX,10452,40.835397,-73.920305,"(40.835397, -73.920305)",GERARD AVENUE                   ,EAST 167 STREET                 ,,0,0,0,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,3365228,PASSENGER VEHICLE,VAN,,,
01/05/2016,11:23,BROOKLYN,11209,40.6234622,-74.0310592,"(40.6234622, -74.0310592)",86 STREET                       ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3365358,UNKNOWN,PASSENGER VEHICLE,,,
01/05/2016,11:22,,,,,,QUEENS BOULEVARD                ,64 ROAD                         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365690,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,11:20,QUEENS,11373,40.7457861,-73.8893321,"(40.7457861, -73.8893321)",76 STREET                       ,BROADWAY                        ,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,3366294,PASSENGER VEHICLE,BICYCLE,,,
01/05/2016,11:20,,,40.6725324,-73.7711781,"(40.6725324, -73.7711781)",,,(LOT)137 AVE && 169 ST                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365699,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,11:20,MANHATTAN,10036,40.7584292,-73.9926328,"(40.7584292, -73.9926328)",WEST 42 STREET                  ,9 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365104,VAN,PASSENGER VEHICLE,,,
01/05/2016,11:18,MANHATTAN,10002,40.7177239,-73.9857652,"(40.7177239, -73.9857652)",CLINTON STREET                  ,DELANCEY STREET                 ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365088,PASSENGER VEHICLE,OTHER,,,
01/05/2016,11:18,BRONX,10469,40.8733019,-73.8536375,"(40.8733019, -73.8536375)",EAST GUNHILL ROAD               ,BOSTON ROAD                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365255,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,11:16,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365717,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,11:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365262,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,11:15,BROOKLYN,11226,40.6485118,-73.9619344,"(40.6485118, -73.9619344)",EAST 19 STREET                  ,TENNIS COURT                    ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Lost Consciousness,,,,3366661,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,11:10,MANHATTAN,10065,40.7665589,-73.9629283,"(40.7665589, -73.9629283)",EAST 67 STREET                  ,3 AVENUE                        ,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3365135,TAXI,PASSENGER VEHICLE,,,
01/05/2016,11:10,MANHATTAN,10128,40.7858664,-73.9509287,"(40.7858664, -73.9509287)",LEXINGTON AVENUE                ,EAST 96 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365130,UNKNOWN,TAXI,,,
01/05/2016,11:08,MANHATTAN,10017,40.749824,-73.9722023,"(40.749824, -73.9722023)",EAST 42 STREET                  ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365108,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,11:04,BRONX,10453,40.8558878,-73.9043062,"(40.8558878, -73.9043062)",WALTON AVENUE                   ,CAMERON PLACE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365930,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
01/05/2016,11:01,MANHATTAN,10013,40.7182736,-74.0053246,"(40.7182736, -74.0053246)",FRANKLIN STREET                 ,CHURCH STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365076,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
01/05/2016,11:00,,,,,,GRAND AVENUE                    ,74 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365554,PASSENGER VEHICLE,OTHER,,,
01/05/2016,11:00,STATEN ISLAND,10301,40.6367516,-74.0934303,"(40.6367516, -74.0934303)",LAFAYETTE AVENUE                ,CHESTNUT PLACE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3365729,OTHER,PASSENGER VEHICLE,UNKNOWN,UNKNOWN,
01/05/2016,11:00,QUEENS,11102,40.7705124,-73.9254587,"(40.7705124, -73.9254587)",23 STREET                       ,28 AVENUE                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365711,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,11:00,MANHATTAN,10065,40.7605353,-73.9583509,"(40.7605353, -73.9583509)",YORK AVENUE                     ,EAST 62 STREET                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365133,BUS,PICK-UP TRUCK,,,
01/05/2016,10:57,QUEENS,11375,40.7216784,-73.8359648,"(40.7216784, -73.8359648)",GRND CNTRL PARKWAY SR SOUTH     ,72 ROAD                         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365687,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/05/2016,10:50,MANHATTAN,10002,40.7228188,-73.9930913,"(40.7228188, -73.9930913)",BOWERY                          ,STANTON STREET                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3365081,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,10:50,BRONX,10451,40.8173878,-73.922758,"(40.8173878, -73.922758)",EAST 149 STREET                 ,MORRIS AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365187,VAN,,,,
01/05/2016,10:45,QUEENS,11415,40.7121636,-73.8349458,"(40.7121636, -73.8349458)",GRENFELL STREET                 ,UNION TURNPIKE                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365528,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,10:44,QUEENS,11434,40.6640184,-73.7685904,"(40.6640184, -73.7685904)",GUY R BREWER BOULEVARD          ,FARMERS BOULEVARD               ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3365574,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
01/05/2016,10:41,MANHATTAN,10016,40.7501572,-73.9769843,"(40.7501572, -73.9769843)",EAST 40 STREET                  ,LEXINGTON AVENUE                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3365106,PASSENGER VEHICLE,TAXI,,,
01/05/2016,10:40,QUEENS,11354,40.7635881,-73.836024,"(40.7635881, -73.836024)",COLLEGE POINT BOULEVARD         ,35 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366267,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
